Datetime,Adj Close,Close,High,Low,Open,Volume
2024-10-15 04:00:00+00:00,112.109375,112.109375,112.109375,112.109375,112.109375,0.0
2024-10-15 04:01:00+00:00,112.109375,112.109375,112.109375,112.109375,112.109375,539.0
2024-10-15 04:02:00+00:00,112.109375,112.109375,112.109375,112.109375,112.109375,50.0
2024-10-15 04:03:00+00:00,112.109375,112.109375,112.109375,112.109375,112.109375,1.0
2024-10-15 04:04:00+00:00,112.109375,112.109375,112.109375,112.109375,112.109375,1.0
2024-10-15 04:05:00+00:00,,,,,,
2024-10-15 04:06:00+00:00,,,,,,
2024-10-15 04:07:00+00:00,112.109375,112.109375,112.109375,112.09375,112.09375,2.0
2024-10-15 04:08:00+00:00,,,,,,
2024-10-15 04:09:00+00:00,112.109375,112.109375,112.109375,112.109375,112.109375,1.0
2024-10-15 04:10:00+00:00,112.09375,112.09375,112.109375,112.09375,112.109375,92.0
2024-10-15 04:11:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,8.0
2024-10-15 04:12:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,2.0
2024-10-15 04:13:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,202.0
2024-10-15 04:14:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,127.0
2024-10-15 04:15:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,2.0
2024-10-15 04:16:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,6.0
2024-10-15 04:17:00+00:00,112.09375,112.09375,112.109375,112.09375,112.09375,6.0
2024-10-15 04:18:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,5.0
2024-10-15 04:19:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,13.0
2024-10-15 04:20:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,107.0
2024-10-15 04:21:00+00:00,112.109375,112.109375,112.109375,112.109375,112.109375,8.0
2024-10-15 04:22:00+00:00,,,,,,
2024-10-15 04:23:00+00:00,,,,,,
2024-10-15 04:24:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,1672.0
2024-10-15 04:25:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,3.0
2024-10-15 04:26:00+00:00,112.078125,112.078125,112.09375,112.078125,112.078125,2854.0
2024-10-15 04:27:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,925.0
2024-10-15 04:28:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,13.0
2024-10-15 04:29:00+00:00,112.078125,112.078125,112.09375,112.078125,112.078125,8.0
2024-10-15 04:30:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,1.0
2024-10-15 04:31:00+00:00,112.078125,112.078125,112.09375,112.078125,112.09375,69.0
2024-10-15 04:32:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,12.0
2024-10-15 04:33:00+00:00,112.0625,112.0625,112.078125,112.0625,112.078125,415.0
2024-10-15 04:34:00+00:00,,,,,,
2024-10-15 04:35:00+00:00,112.0625,112.0625,112.078125,112.0625,112.0625,113.0
2024-10-15 04:36:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,17.0
2024-10-15 04:37:00+00:00,112.078125,112.078125,112.078125,112.0625,112.0625,25.0
2024-10-15 04:38:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,5.0
2024-10-15 04:39:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,2.0
2024-10-15 04:40:00+00:00,,,,,,
2024-10-15 04:41:00+00:00,112.078125,112.078125,112.078125,112.0625,112.0625,4.0
2024-10-15 04:42:00+00:00,112.0625,112.0625,112.078125,112.0625,112.078125,2552.0
2024-10-15 04:43:00+00:00,112.078125,112.078125,112.078125,112.0625,112.0625,113.0
2024-10-15 04:44:00+00:00,112.0625,112.0625,112.0625,112.046875,112.0625,313.0
2024-10-15 04:45:00+00:00,112.0625,112.0625,112.0625,112.046875,112.0625,498.0
2024-10-15 04:46:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,1.0
2024-10-15 04:47:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,29.0
2024-10-15 04:48:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,5.0
2024-10-15 04:49:00+00:00,112.046875,112.046875,112.0625,112.046875,112.0625,237.0
2024-10-15 04:50:00+00:00,,,,,,
2024-10-15 04:51:00+00:00,112.0625,112.0625,112.0625,112.046875,112.046875,153.0
2024-10-15 04:52:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,444.0
2024-10-15 04:53:00+00:00,,,,,,
2024-10-15 04:54:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,1.0
2024-10-15 04:55:00+00:00,,,,,,
2024-10-15 04:56:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,1.0
2024-10-15 04:57:00+00:00,,,,,,
2024-10-15 04:58:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,3.0
2024-10-15 04:59:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,9.0
2024-10-15 05:00:00+00:00,,,,,,
2024-10-15 05:01:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,1261.0
2024-10-15 05:02:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,4.0
2024-10-15 05:03:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,2.0
2024-10-15 05:04:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,26.0
2024-10-15 05:05:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,1.0
2024-10-15 05:06:00+00:00,,,,,,
2024-10-15 05:07:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,31.0
2024-10-15 05:08:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,2.0
2024-10-15 05:09:00+00:00,112.0625,112.0625,112.09375,112.0625,112.078125,1303.0
2024-10-15 05:10:00+00:00,112.078125,112.078125,112.09375,112.078125,112.078125,1375.0
2024-10-15 05:11:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,162.0
2024-10-15 05:12:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,2.0
2024-10-15 05:13:00+00:00,,,,,,
2024-10-15 05:14:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,1.0
2024-10-15 05:15:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,657.0
2024-10-15 05:16:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,579.0
2024-10-15 05:17:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,46.0
2024-10-15 05:18:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,544.0
2024-10-15 05:19:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,37.0
2024-10-15 05:20:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,1.0
2024-10-15 05:21:00+00:00,,,,,,
2024-10-15 05:22:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,1.0
2024-10-15 05:23:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,217.0
2024-10-15 05:24:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,2.0
2024-10-15 05:25:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,3.0
2024-10-15 05:26:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,64.0
2024-10-15 05:27:00+00:00,112.0625,112.0625,112.078125,112.0625,112.0625,22.0
2024-10-15 05:28:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,3.0
2024-10-15 05:29:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,41.0
2024-10-15 05:30:00+00:00,112.078125,112.078125,112.078125,112.0625,112.0625,791.0
2024-10-15 05:31:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,90.0
2024-10-15 05:32:00+00:00,112.078125,112.078125,112.09375,112.078125,112.078125,6.0
2024-10-15 05:33:00+00:00,112.09375,112.09375,112.09375,112.078125,112.078125,67.0
2024-10-15 05:34:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,1.0
2024-10-15 05:35:00+00:00,112.078125,112.078125,112.09375,112.078125,112.09375,23.0
2024-10-15 05:36:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,125.0
2024-10-15 05:37:00+00:00,112.078125,112.078125,112.09375,112.078125,112.078125,1259.0
2024-10-15 05:38:00+00:00,112.078125,112.078125,112.09375,112.078125,112.078125,563.0
2024-10-15 05:39:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,159.0
2024-10-15 05:40:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,447.0
2024-10-15 05:41:00+00:00,,,,,,
2024-10-15 05:42:00+00:00,,,,,,
2024-10-15 05:43:00+00:00,112.078125,112.078125,112.09375,112.078125,112.078125,234.0
2024-10-15 05:44:00+00:00,112.078125,112.078125,112.09375,112.078125,112.078125,243.0
2024-10-15 05:45:00+00:00,112.09375,112.09375,112.09375,112.078125,112.078125,2.0
2024-10-15 05:46:00+00:00,112.09375,112.09375,112.09375,112.078125,112.078125,485.0
2024-10-15 05:47:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,293.0
2024-10-15 05:48:00+00:00,,,,,,
2024-10-15 05:49:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,2.0
2024-10-15 05:50:00+00:00,,,,,,
2024-10-15 05:51:00+00:00,,,,,,
2024-10-15 05:52:00+00:00,,,,,,
2024-10-15 05:53:00+00:00,112.0625,112.0625,112.078125,112.0625,112.078125,636.0
2024-10-15 05:54:00+00:00,112.078125,112.078125,112.078125,112.0625,112.0625,187.0
2024-10-15 05:55:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,26.0
2024-10-15 05:56:00+00:00,112.0625,112.0625,112.078125,112.0625,112.0625,4.0
2024-10-15 05:57:00+00:00,112.046875,112.046875,112.0625,112.046875,112.0625,173.0
2024-10-15 05:58:00+00:00,112.046875,112.046875,112.0625,112.046875,112.0625,31.0
2024-10-15 05:59:00+00:00,112.0625,112.0625,112.0625,112.046875,112.0625,17.0
2024-10-15 06:00:00+00:00,112.0625,112.0625,112.078125,112.046875,112.046875,2215.0
2024-10-15 06:01:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,195.0
2024-10-15 06:02:00+00:00,112.078125,112.078125,112.078125,112.0625,112.0625,351.0
2024-10-15 06:03:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,260.0
2024-10-15 06:04:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,350.0
2024-10-15 06:05:00+00:00,112.0625,112.0625,112.078125,112.0625,112.078125,2.0
2024-10-15 06:06:00+00:00,112.0625,112.0625,112.078125,112.0625,112.0625,70.0
2024-10-15 06:07:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,864.0
2024-10-15 06:08:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,648.0
2024-10-15 06:09:00+00:00,,,,,,
2024-10-15 06:10:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,144.0
2024-10-15 06:11:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,78.0
2024-10-15 06:12:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,318.0
2024-10-15 06:13:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,3.0
2024-10-15 06:14:00+00:00,112.0625,112.0625,112.0625,112.046875,112.046875,372.0
2024-10-15 06:15:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,100.0
2024-10-15 06:16:00+00:00,112.046875,112.046875,112.046875,112.046875,112.046875,1.0
2024-10-15 06:17:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,1336.0
2024-10-15 06:18:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,106.0
2024-10-15 06:19:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,1.0
2024-10-15 06:20:00+00:00,112.078125,112.078125,112.078125,112.0625,112.0625,55.0
2024-10-15 06:21:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,1.0
2024-10-15 06:22:00+00:00,112.078125,112.078125,112.078125,112.0625,112.0625,157.0
2024-10-15 06:23:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,242.0
2024-10-15 06:24:00+00:00,112.109375,112.109375,112.125,112.09375,112.09375,2386.0
2024-10-15 06:25:00+00:00,112.09375,112.09375,112.109375,112.09375,112.109375,937.0
2024-10-15 06:26:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,312.0
2024-10-15 06:27:00+00:00,112.109375,112.109375,112.109375,112.109375,112.109375,1.0
2024-10-15 06:28:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,374.0
2024-10-15 06:29:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,265.0
2024-10-15 06:30:00+00:00,112.09375,112.09375,112.109375,112.09375,112.109375,237.0
2024-10-15 06:31:00+00:00,,,,,,
2024-10-15 06:32:00+00:00,112.09375,112.09375,112.109375,112.078125,112.109375,546.0
2024-10-15 06:33:00+00:00,112.078125,112.078125,112.09375,112.078125,112.09375,384.0
2024-10-15 06:34:00+00:00,112.0625,112.0625,112.078125,112.0625,112.078125,363.0
2024-10-15 06:35:00+00:00,112.078125,112.078125,112.078125,112.0625,112.0625,710.0
2024-10-15 06:36:00+00:00,112.078125,112.078125,112.09375,112.078125,112.078125,37.0
2024-10-15 06:37:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,363.0
2024-10-15 06:38:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,831.0
2024-10-15 06:39:00+00:00,112.0625,112.0625,112.078125,112.0625,112.078125,316.0
2024-10-15 06:40:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,1.0
2024-10-15 06:41:00+00:00,112.0625,112.0625,112.0625,112.0625,112.0625,121.0
2024-10-15 06:42:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,109.0
2024-10-15 06:43:00+00:00,112.09375,112.09375,112.09375,112.078125,112.078125,2401.0
2024-10-15 06:44:00+00:00,112.078125,112.078125,112.078125,112.078125,112.078125,9.0
2024-10-15 06:45:00+00:00,112.09375,112.09375,112.09375,112.0625,112.078125,1225.0
2024-10-15 06:46:00+00:00,112.09375,112.09375,112.09375,112.078125,112.078125,286.0
2024-10-15 06:47:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,181.0
2024-10-15 06:48:00+00:00,112.09375,112.09375,112.09375,112.078125,112.078125,3.0
2024-10-15 06:49:00+00:00,112.09375,112.09375,112.09375,112.09375,112.09375,3.0
