Datetime,Adj Close,Close,High,Low,Open,Volume
2024-10-15 04:00:00+00:00,2661.5,2661.5,2662.0,2661.39990234375,2662.0,0.0
2024-10-15 04:01:00+00:00,2661.0,2661.0,2661.39990234375,2660.800048828125,2661.300048828125,53.0
2024-10-15 04:02:00+00:00,2660.699951171875,2660.699951171875,2661.10009765625,2659.39990234375,2660.89990234375,451.0
2024-10-15 04:03:00+00:00,2660.199951171875,2660.199951171875,2660.800048828125,2660.199951171875,2660.699951171875,42.0
2024-10-15 04:04:00+00:00,2660.5,2660.5,2660.699951171875,2659.89990234375,2660.10009765625,78.0
2024-10-15 04:05:00+00:00,2660.60009765625,2660.60009765625,2661.0,2660.5,2660.5,63.0
2024-10-15 04:06:00+00:00,2660.89990234375,2660.89990234375,2661.10009765625,2660.699951171875,2660.800048828125,24.0
2024-10-15 04:07:00+00:00,2660.39990234375,2660.39990234375,2661.10009765625,2660.39990234375,2660.89990234375,51.0
2024-10-15 04:08:00+00:00,2660.60009765625,2660.60009765625,2661.0,2660.5,2660.5,41.0
2024-10-15 04:09:00+00:00,2660.300048828125,2660.300048828125,2660.699951171875,2660.10009765625,2660.699951171875,77.0
2024-10-15 04:10:00+00:00,2661.199951171875,2661.199951171875,2661.199951171875,2660.10009765625,2660.199951171875,98.0
2024-10-15 04:11:00+00:00,2661.300048828125,2661.300048828125,2661.5,2661.0,2661.199951171875,122.0
2024-10-15 04:12:00+00:00,2661.10009765625,2661.10009765625,2661.300048828125,2660.89990234375,2661.199951171875,27.0
2024-10-15 04:13:00+00:00,2661.0,2661.0,2661.300048828125,2661.0,2661.10009765625,15.0
2024-10-15 04:14:00+00:00,2661.39990234375,2661.39990234375,2661.39990234375,2661.0,2661.0,37.0
2024-10-15 04:15:00+00:00,2661.5,2661.5,2661.699951171875,2661.300048828125,2661.300048828125,40.0
2024-10-15 04:16:00+00:00,2661.699951171875,2661.699951171875,2661.699951171875,2661.39990234375,2661.39990234375,23.0
2024-10-15 04:17:00+00:00,2661.5,2661.5,2661.89990234375,2661.5,2661.699951171875,23.0
2024-10-15 04:18:00+00:00,2661.60009765625,2661.60009765625,2661.699951171875,2661.5,2661.5,13.0
2024-10-15 04:19:00+00:00,2661.300048828125,2661.300048828125,2661.800048828125,2661.199951171875,2661.699951171875,26.0
2024-10-15 04:20:00+00:00,2661.199951171875,2661.199951171875,2661.39990234375,2661.0,2661.39990234375,15.0
2024-10-15 04:21:00+00:00,2661.199951171875,2661.199951171875,2661.300048828125,2661.199951171875,2661.300048828125,5.0
2024-10-15 04:22:00+00:00,2661.0,2661.0,2661.199951171875,2660.89990234375,2661.199951171875,25.0
2024-10-15 04:23:00+00:00,2661.10009765625,2661.10009765625,2661.10009765625,2660.89990234375,2660.89990234375,18.0
2024-10-15 04:24:00+00:00,2661.199951171875,2661.199951171875,2661.39990234375,2661.10009765625,2661.199951171875,21.0
2024-10-15 04:25:00+00:00,2661.0,2661.0,2661.10009765625,2660.89990234375,2661.10009765625,13.0
2024-10-15 04:26:00+00:00,2660.800048828125,2660.800048828125,2661.0,2660.60009765625,2661.0,17.0
2024-10-15 04:27:00+00:00,2660.199951171875,2660.199951171875,2660.60009765625,2660.0,2660.60009765625,106.0
2024-10-15 04:28:00+00:00,2660.199951171875,2660.199951171875,2660.300048828125,2659.60009765625,2660.10009765625,42.0
2024-10-15 04:29:00+00:00,2660.699951171875,2660.699951171875,2660.800048828125,2660.10009765625,2660.199951171875,61.0
2024-10-15 04:30:00+00:00,2660.5,2660.5,2660.89990234375,2660.5,2660.800048828125,48.0
2024-10-15 04:31:00+00:00,2660.39990234375,2660.39990234375,2660.60009765625,2660.0,2660.60009765625,58.0
2024-10-15 04:32:00+00:00,2660.10009765625,2660.10009765625,2660.300048828125,2660.0,2660.300048828125,28.0
2024-10-15 04:33:00+00:00,2659.89990234375,2659.89990234375,2660.10009765625,2659.699951171875,2660.10009765625,42.0
2024-10-15 04:34:00+00:00,2659.5,2659.5,2660.300048828125,2659.39990234375,2660.0,40.0
2024-10-15 04:35:00+00:00,2659.60009765625,2659.60009765625,2659.89990234375,2659.300048828125,2659.5,57.0
2024-10-15 04:36:00+00:00,2659.5,2659.5,2659.800048828125,2659.5,2659.699951171875,22.0
2024-10-15 04:37:00+00:00,2660.5,2660.5,2660.699951171875,2659.199951171875,2659.39990234375,143.0
2024-10-15 04:38:00+00:00,2660.39990234375,2660.39990234375,2660.60009765625,2660.300048828125,2660.60009765625,41.0
2024-10-15 04:39:00+00:00,2661.10009765625,2661.10009765625,2661.10009765625,2660.300048828125,2660.39990234375,75.0
2024-10-15 04:40:00+00:00,2661.199951171875,2661.199951171875,2661.60009765625,2660.89990234375,2661.0,109.0
2024-10-15 04:41:00+00:00,2661.10009765625,2661.10009765625,2661.300048828125,2660.89990234375,2661.300048828125,24.0
2024-10-15 04:42:00+00:00,2661.39990234375,2661.39990234375,2661.699951171875,2661.199951171875,2661.300048828125,63.0
2024-10-15 04:43:00+00:00,2661.39990234375,2661.39990234375,2661.699951171875,2661.300048828125,2661.300048828125,33.0
2024-10-15 04:44:00+00:00,2661.39990234375,2661.39990234375,2661.39990234375,2661.300048828125,2661.300048828125,18.0
2024-10-15 04:45:00+00:00,2661.199951171875,2661.199951171875,2661.5,2661.0,2661.300048828125,21.0
2024-10-15 04:46:00+00:00,2661.199951171875,2661.199951171875,2661.39990234375,2661.10009765625,2661.199951171875,32.0
2024-10-15 04:47:00+00:00,2661.60009765625,2661.60009765625,2661.60009765625,2661.199951171875,2661.300048828125,14.0
2024-10-15 04:48:00+00:00,2661.300048828125,2661.300048828125,2661.699951171875,2661.300048828125,2661.60009765625,41.0
2024-10-15 04:49:00+00:00,2661.300048828125,2661.300048828125,2661.5,2661.0,2661.199951171875,58.0
2024-10-15 04:50:00+00:00,2661.39990234375,2661.39990234375,2661.39990234375,2661.199951171875,2661.300048828125,54.0
2024-10-15 04:51:00+00:00,2661.300048828125,2661.300048828125,2661.5,2661.199951171875,2661.199951171875,12.0
2024-10-15 04:52:00+00:00,2661.199951171875,2661.199951171875,2661.300048828125,2661.0,2661.300048828125,16.0
2024-10-15 04:53:00+00:00,2661.0,2661.0,2661.300048828125,2661.0,2661.199951171875,20.0
2024-10-15 04:54:00+00:00,2661.199951171875,2661.199951171875,2661.199951171875,2660.699951171875,2660.89990234375,19.0
2024-10-15 04:55:00+00:00,2661.300048828125,2661.300048828125,2661.5,2661.199951171875,2661.300048828125,17.0
